section,runtime_id,ar,en,ur,tr,ug
tpl,t5vbr2d,ماذا كانت نتيجة كيد قومه به؟,What was the result of his people's scheming against him?,اس کی قوم کی سازش کا نتیجہ کیا نکلا؟,Kavminin ona karşı tuzağının sonucu ne oldu?,قەۋمىنىڭ ئۇنىڭغا قارىتا سۇيىقەستىنىڭ نەتىجىسى قانداق بولغان؟
tpl,t7cnx9f,عَظِيمٌ : __ + __ + __ + __ + __,عَظِيمٌ: __ + __ + __ + __ + __,عَظِيمٌ: __ + __ + __ + __ + __,عَظِيمٌ: __ + __ + __ + __ + __,عَظِيمٌ: __ + __ + __ + __ + __
tpl,t1bfuryy,ماذا وجد الهدهد في مملكة سبأ؟,What did the hoopoe find in the kingdom of Sheba?,ہدہد نے سبا کی سلطنت میں کیا پایا؟,"Hüdhüd, Sebe krallığında ne buldu?",ھۆپۆپ سەبە پادىشاھلىقىدا نېمىنى تاپقان؟
tpl,tuu8x1k,صَبْرًا : __ + __ + __ + __,صَبْرًا: __ + __ + __ + __,صَبْرًا: __ + __ + __ + __,صَبْرًا: __ + __ + __ + __,صَبْرًا: __ + __ + __ + __
tpl,tvg3k98,من الذين ثبتوا على الإيمان بعد اختبار النهر؟,Who remained firm in faith after the test of the river?,دریا کی آزمائش کے بعد ایمان پر ثابت قدم رہنے والے کون تھے؟,Nehir sınavından sonra imanda sebat edenler kimlerdi?,دەريا سىنىقىدىن كېيىن ئىمانىدا چىڭ تۇرغانلار كىملەر؟
tpl,t1q765lk,أول كلمة في الآيتين؟,First word in the two ayahs?,دونوں آیات کا پہلا لفظ؟,İki ayetteki ilk kelime?,ئىككى ئايەتتىكى بىرىنچى سۆز؟
tpl,t1ho7bmy,ماذا أعاد الله لأيوب بعد استجابة دعائه؟,What did Allah restore to Ayyub after answering his prayer?,دعا قبول ہونے کے بعد اللہ نے ایوب کو کیا لوٹایا؟,"Allah, duasını kabul ettikten sonra Eyyüb'e neyi geri verdi?",ئاللاھ ئەييۇبنىڭ دۇئاسىنى ئىجابەت قىلغاندىن كېيىن ئۇنىڭغا نېمىنى قايتۇرغان؟
tpl,t11xk1rm,بمن استبشر زكريا في هذه الآيات؟,With whom did Zakariyya rejoice in these ayahs?,زکریا نے ان آیات میں کس کی خوشخبری پائی؟,Zekeriya bu ayetlerde kimle müjdelendi?,زەكەرىيا بۇ ئايەتلەردە كىم بىلەن خۇشاللانغان؟
tpl,t19zpfny,ماذا استغرب زكريا عند تلقيه البشارة؟,What did Zakariyya find strange upon receiving the good news?,زکریا نے خوشخبری سننے پر کس بات پر تعجب کیا؟,"Zekeriya, müjdeyi alınca neye şaşırdı?",زەكەرىيا خۇش خەۋەرنى ئاڭلىغاندا نېمىگە ھەيران قالغان؟
tpl,t2176pr,عمّ يتساءل الناس في بداية السورة؟,What do people ask about at the start of the surah?,لوگ سورت کے شروع میں کس بارے میں سوال کرتے ہیں؟,İnsanlar surenin başında ne hakkında soruyorlar?,كىشىلەر سۈرىنىڭ بېشىدا نېمە توغرىسىدا سوئال قىلىدۇ؟
tpl,tok8s2j,صف جزاء المتقين كما وصفته السورة,Describe the reward of the righteous as described in the surah,سورت میں بیان کردہ متقین کے اجر کو بیان کریں,Surede tasvir edildiği gibi muttakilerin mükâfatını anlat,سۈرىدە بايان قىلىنغاندەك تەقۋادارلارنىڭ مۇكاپاتىنى بايان قىلىڭ
tpl,t1dlfh3y,إلى من أرسل الله موسى عليه السلام في هذه السورة؟,To whom did Allah send Musa (peace be upon him) in this surah?,اللہ نے اس سورت میں موسیٰ علیہ السلام کو کس کی طرف بھیجا؟,Allah bu surede Musa'yı (a.s.) kime gönderdi?,ئاللاھ بۇ سۈرىدە مۇسانى كىمگە ئەۋەتكەن؟
tpl,t1mt8e4a,ما جزاء من طغى وآثر الحياة الدنيا؟,What is the punishment for one who transgressed and preferred worldly life?,جس نے سرکشی کی اور دنیا کی زندگی کو ترجیح دی اس کی سزا کیا ہے؟,Azgınlık edip dünya hayatını tercih edenin cezası nedir?,ھەددىدىن ئاشقان ۋە دۇنيا تىرىكچىلىكىنى ئارتۇق كۆرگەن كىشىنىڭ جازاسى نېمە؟
tpl,t1239g01,لماذا عبس النبي صلى الله عليه وسلم وأعرض في بداية السورة؟,Why did the Prophet (peace be upon him) frown and turn away at the start of the surah?,نبی کریم صلی اللہ علیہ وسلم نے سورت کے شروع میں کیوں ترش رو ہو کر منہ پھیرا؟,Peygamber (s.a.v.) surenin başında neden yüzünü ekşitip döndü?,پەيغەمبەر (ئۇنىڭغا ئاللاھنىڭ سالامى ۋە رەھمىتى بولسۇن) سۈرىنىڭ بېشىدا نېمە ئۈچۈن چىرايىنى تۈرۈپ يۈزىنى ئۆرۈگەن؟
tpl,t18hw50c,صف حال الوجوه المسفرة يوم القيامة,Describe the state of the beaming faces on the Day of Judgment,قیامت کے دن روشن چہروں کی حالت بیان کریں,Kıyamet günü parıldayan yüzlerin halini anlat,قىيامەت كۈنى پارقىراپ تۇرغان چىراقلارنىڭ ھالىنى بايان قىلىڭ
tpl,t8dvntl,بم توعّدت السورة من ينقص الكيل والميزان؟,What did the surah threaten those who cheat in measure and weight with?,سورت نے ناپ تول میں کمی کرنے والوں کو کس چیز کی وعید دی؟,"Sure, ölçü ve tartıda hile yapanları neyle tehdit etti?",سۈرە ئۆلچەم ۋە تارازىدا كەمچىلىك قىلغۇچىلارنى نېمە بىلەن ئاگاھلاندۇرغان؟
tpl,t2z79zh,كيف كان الكفار يسخرون من المؤمنين في الدنيا؟,How did the disbelievers mock the believers in this world?,کفار دنیا میں مومنوں کا مذاق کیسے اڑاتے تھے؟,Kâfirler dünyada müminlerle nasıl alay ediyorlardı?,كاپىرلار دۇنيادا مۆمىنلەرنى قانداق مەسخىرە قىلاتتى؟
tpl,t27plq3,بم أقسم الله في هذه السورة؟,By what did Allah swear in this surah?,اللہ نے اس سورت میں کس چیز کی قسم کھائی؟,Allah bu surede neye yemin etti?,ئاللاھ بۇ سۈرىدە نېمىگە قەسەم قىلغان؟
tpl,t1jn4ph7,ما جزاء الذين آمنوا وعملوا الصالحات؟,What is the reward of those who believed and did righteous deeds?,ایمان لانے اور نیک عمل کرنے والوں کا اجر کیا ہے؟,İman edip salih amel işleyenlerin mükâfatı nedir?,ئىمان ئېيتقان ۋە ياخشى ئىش قىلغانلارنىڭ مۇكاپاتى نېمە؟
tpl,t1drxn50,ماذا فعل أصحاب الأخدود بالمؤمنين؟,What did the People of the Ditch do to the believers?,اصحاب الاخدود نے مومنوں کے ساتھ کیا کیا؟,Uhdud ashabı müminlere ne yaptı?,ئۇخدۇد ئىگىلىرى مۆمىنلەرگە نېمە قىلغان؟
tpl,tfwgvbt,أَحْوَىٰ : __ + __ + __ + __,أَحْوَىٰ: __ + __ + __ + __,أَحْوَىٰ: __ + __ + __ + __,أَحْوَىٰ: __ + __ + __ + __,أَحْوَىٰ: __ + __ + __ + __
tpl,tpqtdn6,بم وصف الله الآخرة بالمقارنة مع الدنيا؟,How did Allah describe the Hereafter in comparison with this world?,اللہ نے آخرت کو دنیا کے مقابلے میں کیسے بیان کیا؟,"Allah, ahireti dünya ile karşılaştırarak nasıl tasvir etti?",ئاللاھ ئاخىرەتنى دۇنيا بىلەن سېلىشتۇرۇپ قانداق تەسۋىرلىگەن؟
tpl,tuhs5sb,صَدْرَكَ : __ + __ + __ + __ + __,صَدْرَكَ: __ + __ + __ + __ + __,صَدْرَكَ: __ + __ + __ + __ + __,صَدْرَكَ: __ + __ + __ + __ + __,صَدْرَكَ: __ + __ + __ + __ + __
tpl,tur3olg,ما الدرس المستفاد من تكرار (إن مع العسر يسرا)؟,What is the lesson learned from the repetition of (إن مع العسر يسرا)؟,(إن مع العسر يسرا) کی تکرار سے کیا سبق ملتا ہے؟,(إن مع العسر يسرا) ifadesinin tekrarından çıkarılacak ders nedir?,(إن مع العسر يسرا) نىڭ تەكرارلىنىشىدىن قانداق ئىبرەت ئالىمىز؟
tpl,t167sz7m,حاسد : __ + __ + __ + __,حاسد : __ + __ + __ + __,حاسد : __ + __ + __ + __,حاسد : __ + __ + __ + __,حاسد : __ + __ + __ + __
tpl,tvjazzf,النفوس : __+__+__+__+__+__,النفوس : __+__+__+__+__+__,النفوس : __+__+__+__+__+__,النفوس : __+__+__+__+__+__,النفوس : __+__+__+__+__+__
tpl,t1y7npf1,حطب : __ + __ + __,حطب : __ + __ + __,حطب : __ + __ + __,حطب : __ + __ + __,حطب : __ + __ + __
tpl,tbj4j0c,دين : __ + __ + __,دين : __ + __ + __,دين : __ + __ + __,دين : __ + __ + __,دين : __ + __ + __
tpl,th41nw5,جاء : __ + __ + __,جاء : __ + __ + __,جاء : __ + __ + __,جاء : __ + __ + __,جاء : __ + __ + __
tpl,t106pw9v,مطهّرة : __+__+__+__+__,مطهّرة : __+__+__+__+__,مطهّرة : __+__+__+__+__,مطهّرة : __+__+__+__+__,مطهّرة : __+__+__+__+__
tpl,t6907b8,القبور : __+__+__+__+__+__,القبور : __+__+__+__+__+__,القبور : __+__+__+__+__+__,القبور : __+__+__+__+__+__,القبور : __+__+__+__+__+__
tpl,t1mwd9qc,الرَّحيم : __ + ___,الرَّحيم : __ + ___,الرَّحيم : __ + ___,الرَّحيم : __ + ___,الرَّحيم : __ + ___
tpl,t1en1onx,القَيُّوم : __ + ___,القَيُّوم : __ + ___,القَيُّوم : __ + ___,القَيُّوم : __ + ___,القَيُّوم : __ + ___
tpl,t105jsgk,شَكَرْتُم : _ _ _ _ _,شَكَرْتُم : _ _ _ _ _,شَكَرْتُم : _ _ _ _ _,شَكَرْتُم : _ _ _ _ _,شَكَرْتُم : _ _ _ _ _
tpl,tw3zzfc,الأوَّل : __ + ___,الأوَّل : __ + ___,الأوَّل : __ + ___,الأوَّل : __ + ___,الأوَّل : __ + ___
tpl,t7qpmmv,صدور : __ + __ + __ + __,صدور : __ + __ + __ + __,صدور : __ + __ + __ + __,صدور : __ + __ + __ + __,صدور : __ + __ + __ + __
tpl,t1g4vswf,الشتاء : __ + __ + __ + __ + __ + __,الشتاء : __ + __ + __ + __ + __ + __,الشتاء : __ + __ + __ + __ + __ + __,الشتاء : __ + __ + __ + __ + __ + __,الشتاء : __ + __ + __ + __ + __ + __
tpl,t19f04gd,الإنسان : __ + __ + __ + __ + __ + __ + __,الإنسان : __ + __ + __ + __ + __ + __ + __,الإنسان : __ + __ + __ + __ + __ + __ + __,الإنسان : __ + __ + __ + __ + __ + __ + __,الإنسان : __ + __ + __ + __ + __ + __ + __
tpl,t1fupzor,أصحاب : __ + __ + __ + __ + __,أصحاب : __ + __ + __ + __ + __,أصحاب : __ + __ + __ + __ + __,أصحاب : __ + __ + __ + __ + __,أصحاب : __ + __ + __ + __ + __
tpl,t12yp367,شانئك : __ + __ + __ + __ + __,شانئك : __ + __ + __ + __ + __,شانئك : __ + __ + __ + __ + __,شانئك : __ + __ + __ + __ + __,شانئك : __ + __ + __ + __ + __
tpl,tz3hicz,القارعة : __+__+__+__+__+__+__+__,القارعة : __+__+__+__+__+__+__+__,القارعة : __+__+__+__+__+__+__+__,القارعة : __+__+__+__+__+__+__+__,القارعة : __+__+__+__+__+__+__+__
tpl,tu820xp,عَيْنَيْنِ : __ + __ + __ + __ + __ + __,عَيْنَيْنِ : __ + __ + __ + __ + __ + __,عَيْنَيْنِ : __ + __ + __ + __ + __ + __,عَيْنَيْنِ : __ + __ + __ + __ + __ + __,عَيْنَيْنِ : __ + __ + __ + __ + __ + __
tpl,t1gq8zfz,مُغَاضِبًا : __ + __ + __ + __ + __ + __,مُغَاضِبًا : __ + __ + __ + __ + __ + __,مُغَاضِبًا : __ + __ + __ + __ + __ + __,مُغَاضِبًا : __ + __ + __ + __ + __ + __,مُغَاضِبًا : __ + __ + __ + __ + __ + __
tpl,t1ebnlum,الْقَدْرِ : __ + __ + __ + __ + __,الْقَدْرِ : __ + __ + __ + __ + __,الْقَدْرِ : __ + __ + __ + __ + __,الْقَدْرِ : __ + __ + __ + __ + __,الْقَدْرِ : __ + __ + __ + __ + __
tpl,tczj9ve,الْيَتِيمَ : __ + __ + __ + __ + __ + __,الْيَتِيمَ : __ + __ + __ + __ + __ + __,الْيَتِيمَ : __ + __ + __ + __ + __ + __,الْيَتِيمَ : __ + __ + __ + __ + __ + __,الْيَتِيمَ : __ + __ + __ + __ + __ + __
tpl,t1loeo32,الدِّينِ : __ + __ + __ + __ + __,الدِّينِ : __ + __ + __ + __ + __,الدِّينِ : __ + __ + __ + __ + __,الدِّينِ : __ + __ + __ + __ + __,الدِّينِ : __ + __ + __ + __ + __
tpl,t1nujrj7,لِأَبِيهِ : __ + __ + __ + __ + __,لِأَبِيهِ : __ + __ + __ + __ + __,لِأَبِيهِ : __ + __ + __ + __ + __,لِأَبِيهِ : __ + __ + __ + __ + __,لِأَبِيهِ : __ + __ + __ + __ + __
tpl,t7lobh7,شكّل حرف (ق) في (خلق),Add the diacritic to the letter (ق) in (خلق),(خلق) میں حرف (ق) پر اعراب لگائیں,(خلق) içindeki (ق) harfini harekele,(خلق) دىكى (ق) ھەرپىگە ھەرىكە قويۇڭ
tpl,ttgrd6o,أول آية في السورة,First ayah in the surah,سورت کی پہلی آیت,Suredeki ilk ayet,سۈرىدىكى بىرىنچى ئايەت
tpl,t10f333k,كلمة مكرر فيها حرف (د),A word in which the letter (د) is repeated,وہ لفظ جس میں حرف (د) دہرایا گیا ہے,(د) harfinin tekrarlandığı bir kelime,(د) ھەرپى تەكرارلانغان سۆز
tpl,t1f745py,ضد (أفلح),Opposite of (أفلح),(أفلح) کا متضاد,(أفلح) kelimesinin zıttı,(أفلح) نىڭ زىت مەنىسى
tpl,t1h2frof,ما هي الآية الكونية الأولى؟,What is the first cosmic sign (ayah)?,پہلی کائناتی نشانی (آیت) کیا ہے؟,İlk kozmik ayet (evrensel işaret) nedir?,بىرىنچى ئالەم ئايىتى (كائىنات بەلگىسى) نېمە؟
tpl,tf7cgky,لماذا عذّب الله ثمود؟,Why did Allah punish Thamud?,اللہ نے ثمود کو کیوں عذاب دیا؟,"Allah, Semud kavmini neden cezalandırdı?",ئاللاھ نېمىشقا سەمۇد قەۋمىنى جازالىدى؟
tpl,t1vec4k6,بماذا يوحي (دمدم عليهم)؟,What does (دمدم عليهم) suggest?,(دمدم عليهم) کس بات کی طرف اشارہ کرتا ہے؟,(دمدم عليهم) neyi ima ediyor?,(دمدم عليهم) نېمىنى بىلدۈرىدۇ؟
tpl,t1s8gkgb,عدد ثمار ذُكرت بالسورة,Number of fruits mentioned in the surah,سورت میں مذکور پھلوں کی تعداد,Surede zikredilen meyvelerin sayısı,سۈرىدە تىلغا ئېلىنغان مېۋىلەرنىڭ سانى
tpl,t1vrq7nf,عدد الكلمات في آية ١,Number of words in ayah 1,آیت ١ میں الفاظ کی تعداد,1. ayetteki kelime sayısı,1-ئايەتتىكى سۆز سانى
tpl,t1rylfgx,نوع الأسلوب في (أليس الله..),The rhetorical style in (أليس الله..),(أليس الله..) میں اسلوب کی قسم,(أليس الله..) ifadesindeki üslup türü,(أليس الله..) دىكى ئۇسلۇب تۈرى
tpl,tuuqvk6,كلمة تبدأ بـ (أ) وتنتهي بـ (ن),A word starting with (أ) and ending with (ن),وہ لفظ جو (أ) سے شروع اور (ن) پر ختم ہو,(أ) ile başlayıp (ن) ile biten bir kelime,(أ) بىلەن باشلىنىپ (ن) بىلەن ئاياغلاشقان سۆز
tpl,t1om1ziw,كم (ل) في كلمة (البلد)؟,How many (ل)s are in the word (البلد)?,لفظ (البلد) میں (ل) کتنی بار آیا ہے؟,(البلد) kelimesinde kaç tane (ل) var?,(البلد) سۆزىدە قانچە (ل) بار؟
tpl,t1ymo3ez,ماذا يحدث للنجوم؟,What happens to the stars?,ستاروں کو کیا ہوتا ہے؟,Yıldızlara ne olur?,يۇلتۇزلارغا نېمە بولىدۇ؟
tpl,t1gnr7zd,متى تنكدر النجوم؟,When do the stars fall/darken?,ستارے کب بکھر جاتے ہیں؟,Yıldızlar ne zaman kararıp dökülür?,يۇلتۇزلار قاچان تۆكۈلۈپ قارىڭغۇلىشىدۇ؟
tpl,t1tuncca,ممَّ تشرب هذه الوجوه؟,What do these faces drink from?,یہ چہرے کیا پیتے ہیں؟,Bu yüzler neden içer?,بۇ چىرايلار نېمىدىن ئىچىدۇ؟
tpl,tqofq3w,تنوين كسر في كلمة,Tanwin kasr in a word,کسی لفظ میں تنوین کسر,Bir kelimede tenvin-i kesre,بىرەر سۆزدىكى تەنۋىن كەسرە
tpl,tj86rgi,لماذا هي «ناعمة»؟,Why is it «radiant»?,یہ «تروتازہ» کیوں ہے؟,Neden «parlak/mutlu»?,نېمىشقا ئۇ «پارلاق»؟
tpl,t1uvtslh,ما معنى «سرر مرفوعة»؟,What does «raised couches» mean?,«سرر مرفوعة» (بلند تختوں) کا کیا مطلب ہے؟,«سرر مرفوعة» (yükseltilmiş tahtlar) ne anlama gelir?,«سرر مرفوعة» (ئېگىز تەختلەر) نىڭ مەنىسى نېمە؟
tpl,tj9al7k,إلى ماذا ينظرون في آية ١٧؟,What do they look at in ayah 17?,وہ آیت ١٧ میں کس چیز کو دیکھتے ہیں؟,17. ayette neye bakıyorlar?,17-ئايەتتە ئۇلار نېمىگە قارايدۇ؟
tpl,t106ob20,ما هي وظيفة الرسول صلى الله عليه وسلم؟,"What is the role of the Messenger, peace be upon him?",رسول اللہ صلی اللہ علیہ وسلم کا کام کیا ہے؟,Peygamber Efendimizin (s.a.v.) görevi nedir?,پەيغەمبەر ئەلەيھىسسالامنىڭ ۋەزىپىسى نېمە؟
tpl,ttiskaw,رقم آية «فذكر إنما أنت مذكر»,The number of the ayah «فذكر إنما أنت مذكر»,آیت «فذكر إنما أنت مذكر» کا نمبر,«فذكر إنما أنت مذكر» ayetinin numarası,«فذكر إنما أنت مذكر» ئايىتىنىڭ نومۇرى
tpl,thfj3fk,(ما): اسم موصول أم حرف جر؟,(ما): a relative pronoun or a preposition?,(ما): اسم موصول ہے یا حرف جر؟,(ما): ism-i mevsul mu yoksa edat mı?,(ما): بىرلەشتۈرگۈچى ئات مۇ ياكى پېرلوگ مۇ؟
tpl,t1lrj3l8,(إذا): ظرف زمان أم مكان؟,(إذا): an adverb of time or place?,(إذا): ظرف زمان ہے یا ظرف مکان؟,(إذا): zaman zarfı mı yoksa yer zarfı mı?,(إذا): ۋاقىت رەۋىشى مۇ ياكى ئورۇن رەۋىشى مۇ؟
tpl,thykwtw,تكرار كلمة (كلا) بالسورة =,Repetition of the word (كلا) in the surah =,سورت میں لفظ (كلا) کی تکرار =,Surede (كلا) kelimesinin tekrarı =,سۈرىدە (كلا) سۆزىنىڭ تەكرارلىنىشى =
tpl,tdnivxp,آخر حرف في كلمة (النعيم):,Last letter in the word (النعيم):,لفظ (النعيم) کا آخری حرف:,(النعيم) kelimesindeki son harf:,(النعيم) سۆزىدىكى ئاخىرقى ھەرپ:
tpl,t1upxut0,شكّل حرف (ث) في (ثم),Add the diacritic to the letter (ث) in (ثم),(ثم) میں حرف (ث) پر اعراب لگائیں,(ثم) içindeki (ث) harfini harekele,(ثم) دىكى (ث) ھەرپىگە ھەرىكە قويۇڭ
tpl,t1rxtjaw,قراءة بطلاقة لأول آيتين ✓,Read the first two ayat fluently ✓,پہلی دو آیات روانی سے پڑھیں ✓,İlk iki ayeti akıcı bir şekilde oku ✓,دەسلەپكى ئىككى ئايەتنى راۋان ئوقۇڭ ✓
tpl,t1es1393,ماذا يحدث في القبور؟,What happens in the graves?,قبروں میں کیا ہوتا ہے؟,Kabirlerde ne olur?,قەبرىلەردە نېمە بولىدۇ؟
tpl,t13gaeo0,فصّل: الرَّحمن =,Break down (spell out): الرَّحمن =,تفصیل بتائیں: الرَّحمن =,Detaylandır: الرَّحمن =,تەپسىلىي يېزىڭ: الرَّحمن =
tpl,tarowj5,لماذا نبدأ بالبسملة؟,Why do we begin with the Basmalah?,ہم بسملہ سے کیوں شروع کرتے ہیں؟,Neden Besmele ile başlarız?,بىز نېمىشقا بەسمەلە بىلەن باشلايمىز؟
tpl,tk2onty,ما اسم الآية الأولى من الفاتحة؟,What is the name of the first ayah of Al-Fatihah?,الفاتحہ کی پہلی آیت کا نام کیا ہے؟,Fatiha suresinin ilk ayetinin adı nedir?,فاتىھە سۈرىسىنىڭ بىرىنچى ئايىتىنىڭ ئىسمى نېمە؟
tpl,t1x1d8ad,فصّل: القَيُّوم =,Break down (spell out): القَيُّوم =,تفصیل بتائیں: القَيُّوم =,Detaylandır: القَيُّوم =,تەپسىلىي يېزىڭ: القَيُّوم =
tpl,tgtvgnv,شكّل: القيوم,Add diacritics to: القيوم,اعراب لگائیں: القيوم,Harekele: القيوم,ھەرىكە قويۇڭ: القيوم
tpl,t4bq01m,فصّل: الدُّنيا =,Break down (spell out): الدُّنيا =,تفصیل بتائیں: الدُّنيا =,Detaylandır: الدُّنيا =,تەپسىلىي يېزىڭ: الدُّنيا =
tpl,t1p36r9e,شكّل: حَسَنَة,Add diacritics to: حَسَنَة,اعراب لگائیں: حَسَنَة,Harekele: حَسَنَة,ھەرىكە قويۇڭ: حَسَنَة
tpl,t15oybux,الحسنة في الدنيا هي؟,What is the good in this world?,دنیا میں بھلائی کیا ہے؟,Dünyadaki iyilik nedir?,دۇنيادىكى ياخشىلىق نېمە؟
tpl,tqzz6jh,من الذي يكلّف؟,Who is burdened (with a duty)?,کس کو مکلف بنایا جاتا ہے؟,Kim yükümlü tutulur?,كىم مەسئۇل قىلىنىدۇ؟
tpl,tey9mfb,ماذا تفهم من الآية؟,What do you understand from the ayah?,آپ آیت سے کیا سمجھتے ہیں؟,Ayetten ne anlıyorsun?,ئايەتتىن نېمىنى چۈشىنىسىز؟
tpl,tdwhkhu,اكتب (يكلف) بخط جميل:,Write (يكلف) in neat handwriting:,(يكلف) خوبصورت خط میں لکھیں:,(يكلف) kelimesini güzel bir yazıyla yaz:,(يكلف) نى چىرايلىق خەت بىلەن يېزىڭ:
tpl,t137frw9,كلمة بها (ال) =,A word with (ال) — the definite article =,لفظ جس میں (ال) ہو =,İçinde (ال) — belirli takısı bulunan bir kelime =,(ال) بار سۆز =
tpl,tw4xe2u,فصّل: العُسْر =,Break down (spell out): العُسْر =,تفصیل بتائیں: العُسْر =,Detaylandır: العُسْر =,تەپسىلىي يېزىڭ: العُسْر =
tpl,tlpn8q,لماذا تكررت الآية؟,Why was the ayah repeated?,آیت کیوں دہرائی گئی؟,Ayet neden tekrarlandı?,ئايەت نېمىشقا تەكرارلاندى؟
tpl,t1p4y2aa,شكّل: يسرا,Add diacritics to: يسرا,اعراب لگائیں: يسرا,Harekele: يسرا,ھەرىكە قويۇڭ: يسرا
tpl,t1qbnt13,فصّل: شَكَرْتُم =,Break down (spell out): شَكَرْتُم =,تفصیل بتائیں: شَكَرْتُم =,Detaylandır: شَكَرْتُم =,تەپسىلىي يېزىڭ: شَكَرْتُم =
tpl,t1fzvc2x,شكّل: شَكَرْتُم,Add diacritics to: شَكَرْتُم,اعراب لگائیں: شَكَرْتُم,Harekele: شَكَرْتُم,ھەرىكە قويۇڭ: شَكَرْتُم
tpl,t10267i8,اكتب دعاء الشكر بخط جميل,Write the supplication of thanks in neat handwriting,شکر کی دعا خوبصورت خط میں لکھیں,Şükür duasını güzel bir yazıyla yaz,شۈكرى دۇئاسىنى چىرايلىق خەت بىلەن يېزىڭ
tpl,t1w9ipri,على من نتوكل؟,In whom do we place our trust?,ہم کس پر بھروسہ کرتے ہیں؟,Kime tevekkül ederiz?,بىز كىمگە تايىنىمىز؟
tpl,t1p2zm9r,شكّل: حَسْبُه,Add diacritics to: حَسْبُه,اعراب لگائیں: حَسْبُه,Harekele: حَسْبُه,ھەرىكە قويۇڭ: حَسْبُه
tpl,t1ppd238,ما الذي يعلمه الله؟,What does Allah know?,اللہ کیا جانتا ہے؟,Allah neyi bilir?,ئاللاھ نېمىنى بىلىدۇ؟
tpl,t4gs30p,ما رقم سورة الحديد؟,What is the number of Surah Al-Hadid?,سورۃ الحدید کا نمبر کیا ہے؟,Hadid suresinin numarası nedir?,ھەدىد سۈرىسىنىڭ نومۇرى نېمە؟
tpl,t1poio78,فصّل: الغَيْب =,Break down (spell out): الغَيْب =,تفصیل بتائیں: الغَيْب =,Detaylandır: الغَيْب =,تەپسىلىي يېزىڭ: الغَيْب =
tpl,t1kn3k7g,شكّل: الشهادة,Add diacritics to: الشهادة,اعراب لگائیں: الشهادة,Harekele: الشهادة,ھەرىكە قويۇڭ: الشهادة
tpl,t1weglev,آخر كلمة في السورة؟,Last word in the surah?,سورت کا آخری لفظ؟,Suredeki son kelime?,سۈرىدىكى ئاخىرقى سۆز؟
tpl,t14dy87o,من هو رب هذا البيت؟,Who is the Lord of this House?,اس گھر کا رب کون ہے؟,Bu evin Rabbi kimdir?,بۇ ئۆينىڭ پەرۋەردىگارى كىم؟
tpl,t111hh27,تكرار فعل (علّم),Repetition of the verb (علّم),فعل (علّم) کی تکرار,(علّم) fiilinin tekrarı,(علّم) پېئىلىنىڭ تەكرارلىنىشى
tpl,t9tohic,حروف (ق - ل - م) تكوّن,The letters (ق - ل - م) form,حروف (ق - ل - م) سے کیا بنتا ہے,(ق - ل - م) harfleri ne oluşturur,(ق - ل - م) ھەرپلىرى نېمىنى ھاسىل قىلىدۇ
tpl,t1seds92,فعل أمر بالسورة,An imperative verb in the surah,سورت میں فعل امر,Surede bir emir fiili,سۈرىدىكى بۇيرۇق پېئىلى
tpl,t1um17dn,أين نزل الوحي أول مرة؟,Where was revelation first sent down?,وحی سب سے پہلے کہاں نازل ہوئی؟,Vahiy ilk kez nerede indi?,ۋەھىي دەسلەپتە نەدە چۈشتى؟
tpl,t1lphwsp,تلوين كلمة (اقرأ) بالسورة ✓,Color the word (اقرأ) in the surah ✓,سورت میں لفظ (اقرأ) کو رنگ دیں ✓,Surede (اقرأ) kelimesini boya ✓,سۈرىدە (اقرأ) سۆزىنى بويايدۇ ✓
tpl,t1dxdwrk,ارسم (ساعة) للوقت,Draw (a clock) for the time,وقت کے لیے (گھڑی) بنائیں,Zaman için (bir saat) çiz,ۋاقىت ئۈچۈن (سائەت) سىزىڭ
tpl,t171zrzv,بماذا أقسم الله في البداية؟,What did Allah swear by at the beginning?,اللہ نے شروع میں کس چیز کی قسم کھائی؟,Allah başlangıçta neye yemin etti?,ئاللاھ باشتا نېمە بىلەن قەسەم قىلدى؟
tpl,ttntmiu,هات فعل ماضي (زلزلت),Give the past tense form of (زلزلت),(زلزلت) کا فعل ماضی بتائیں,(زلزلت) fiilinin geçmiş zaman halini ver,(زلزلت) نىڭ ئۆتكەن زامان پېئىلىنى بېرىڭ
tpl,tejbg23,من الذي أوحى للأرض؟,Who inspired the earth?,زمین کو کس نے وحی کی؟,Yeryüzüne kim vahyetti?,زېمىنغا كىم ۋەھىي قىلدى؟
tpl,t7tuyzd,شكّل حرف (ل) في (الفيل),Add the diacritic to the letter (ل) in (الفيل),(الفيل) میں حرف (ل) پر اعراب لگائیں,(الفيل) içindeki (ل) harfini harekele,(الفيل) دىكى (ل) ھەرپىگە ھەرىكە قويۇڭ
tpl,t40w3fk,أطول كلمة في السورة =,Longest word in the surah =,سورت کا سب سے لمبا لفظ =,Suredeki en uzun kelime =,سۈرىدىكى ئەڭ ئۇزۇن سۆز =
tpl,t1gcsq2f,كم مرة ذُكر اسم (الله) في السورة؟,How many times is the name (الله) mentioned in the surah?,سورت میں اسم (الله) کتنی بار آیا ہے؟,Surede (الله) ismi kaç kez geçiyor?,سۈرىدە (الله) ئىسمى قانچە قېتىم تىلغا ئېلىنغان؟
tpl,t1uz6yjm,يأمر : _ _ _ _,يأمر : _ _ _ _,يأمر : _ _ _ _,يأمر : _ _ _ _,يأمر : _ _ _ _
